SampleID,Tissue,Treatment,Replicate,Sex,Age_weeks,Gene,Expression,QC_pass,BatchID
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Snap25,0.3053,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Syp,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Map2,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gfap,0.9164,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Mbp,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Nestin,0.5452,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Camk2a,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Tubb3,0.0363,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Nefl,0.5937,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Chrna4,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Alb,11.1119,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Cyp2e1,9.6265,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Fabp1,9.4561,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,G6pc,9.4951,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Apob,9.3865,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Hmgcr,9.6364,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Tat,6.7952,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Sds,9.8475,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Arg1,9.6106,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Pck1,9.5804,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Myh4,,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Actn2,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Tnni2,0.142,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Atp2a1,0.2285,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Myl1,0.6757,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Myf5,0.1632,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Myod1,0.954,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Ckm,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Tnnc2,1.1729,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Tpm2,0.2562,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Hspa1a,7.5453,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Hsp90aa1,8.0036,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Dnajb1,7.2955,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Jun,7.1565,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Fos,6.0305,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Nfkb1,6.9906,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Il6,5.9302,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Cxcl1,6.6014,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Ccl2,8.7896,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Tnf,6.9473,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Ppara,3.1651,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Pparg,1.7404,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Acaca,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Fasn,0.5232,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Scd1,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Cpt1a,1.6394,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Hadha,2.3845,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Acsl1,0.7787,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Pdk4,1.4581,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Lpl,2.5298,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene001,3.3931,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene002,1.9198,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene003,1.985,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene004,0.6583,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene005,3.8421,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene006,7.2468,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene007,5.3951,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene008,5.7432,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene009,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene010,4.0828,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene011,4.0095,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene012,4.0128,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene013,1.462,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene014,5.6514,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene015,2.0787,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene016,2.0136,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene017,0.8252,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene018,2.7296,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene019,4.9487,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene020,3.375,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene021,3.1268,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene022,4.2461,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene023,4.8211,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene024,4.2423,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene025,0.5616,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene026,4.4606,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene027,3.7287,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene028,2.1554,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene029,3.6714,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene030,4.5993,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene031,2.8156,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene032,4.3955,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene033,3.6775,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene034,0.0,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene035,3.0167,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene036,3.9095,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene037,2.4004,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene038,3.5893,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene039,2.8784,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene040,5.8905,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene041,2.6164,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene042,2.2982,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene043,4.4056,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene044,2.7604,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene045,3.0193,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene046,2.9937,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene047,3.9607,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene048,1.0994,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene049,4.5747,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene050,3.5291,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene051,5.6948,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene052,3.7086,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene053,1.5556,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene054,4.326,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene055,4.1336,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene056,5.1189,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene057,2.0341,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene058,1.4331,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene059,2.7049,True,Batch1
Li_Tre_M_Rep1,Liver,Treated,1,Male,11.3,Gene060,2.8854,True,Batch1
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Actb,8.096,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gapdh,7.1832,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Rplp0,7.9737,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,B2m,8.194,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Hprt,,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Pgk1,7.567,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Sdha,7.3441,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tbp,9.1644,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Ywhaz,6.204,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Eif4a2,8.3377,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Snap25,2.4205,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Syp,2.464,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Map2,1.6037,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gfap,2.178,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Mbp,2.2836,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Nestin,1.3243,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Camk2a,3.0048,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tubb3,1.6392,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Nefl,1.9243,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Chrna4,1.9776,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Alb,10.4326,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Cyp2e1,12.4605,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Fabp1,11.0511,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,G6pc,10.4215,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Apob,12.0,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Hmgcr,11.4113,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tat,10.5642,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Sds,11.4601,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Arg1,9.3633,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Pck1,9.8865,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Myh4,0.8111,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Actn2,0.4858,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tnni2,2.8413,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Atp2a1,1.8116,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Myl1,0.7366,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Myf5,2.2345,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Myod1,2.7306,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Ckm,1.5648,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tnnc2,1.7468,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tpm2,2.6937,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Hspa1a,8.3572,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Hsp90aa1,7.7064,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Dnajb1,7.6612,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Jun,8.5845,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Fos,8.2934,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Nfkb1,8.1556,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Il6,6.6266,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Cxcl1,8.6929,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Ccl2,8.3164,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Tnf,8.3828,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Ppara,3.7814,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Pparg,5.0592,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Acaca,3.03,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Fasn,2.4641,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Scd1,4.5862,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Cpt1a,2.3317,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Hadha,4.2257,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Acsl1,4.5179,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Pdk4,2.819,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Lpl,3.7166,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene001,6.8259,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene002,2.391,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene003,5.7136,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene004,4.7422,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene005,4.8862,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene006,3.214,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene007,6.8908,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene008,7.5605,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene009,5.752,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene010,7.758,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene011,4.2208,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene012,4.8839,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene013,5.7634,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene014,,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene015,4.3763,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene016,5.325,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene017,7.1839,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene018,5.2153,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene019,6.446,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene020,4.3373,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene021,7.3042,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene022,4.4826,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene023,5.6421,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene024,4.1929,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene025,5.2354,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene026,4.0633,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene027,4.053,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene028,4.603,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene029,4.3088,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene030,5.662,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene031,4.1444,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene032,5.3908,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene033,6.4764,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene034,5.9386,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene035,3.0029,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene036,2.9677,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene037,5.6676,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene038,4.5063,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene039,2.6397,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene040,3.951,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene041,5.9664,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene042,4.7193,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene043,4.8068,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene044,4.5232,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene045,4.0836,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene046,4.8748,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene047,2.6501,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene048,3.8677,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene049,5.7901,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene050,3.385,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene051,5.4016,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene052,3.446,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene053,3.4792,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene054,4.1629,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene055,4.0861,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene056,3.5733,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene057,4.7678,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene058,5.6712,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene059,6.989,True,Batch2
Li_Tre_M_Rep2,Liver,Treated,2,Male,9.9,Gene060,,True,Batch2
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Actb,6.2656,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Gapdh,6.3252,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Rplp0,5.0371,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,B2m,5.9555,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Hprt,5.8456,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Pgk1,5.5482,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Sdha,6.3371,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tbp,6.5044,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Ywhaz,6.4541,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Eif4a2,6.5284,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Snap25,0.2134,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Syp,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Map2,0.254,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Gfap,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Mbp,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Nestin,0.1303,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Camk2a,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tubb3,0.1598,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Nefl,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Chrna4,1.2651,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Alb,10.2028,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Cyp2e1,9.5533,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Fabp1,9.6726,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,G6pc,8.2212,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Apob,9.2135,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Hmgcr,10.1596,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tat,8.1991,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Sds,8.6601,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Arg1,,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Pck1,8.1275,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Myh4,0.4297,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Actn2,1.539,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tnni2,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Atp2a1,0.1552,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Myl1,0.7848,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Myf5,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Myod1,0.62,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Ckm,0.2266,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tnnc2,0.0167,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tpm2,0.445,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Hspa1a,8.4924,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Hsp90aa1,6.4532,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Dnajb1,6.1695,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Jun,6.874,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Fos,7.7122,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Nfkb1,6.3941,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Il6,6.0017,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Cxcl1,6.7452,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Ccl2,6.3679,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Tnf,4.5341,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Ppara,0.8752,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Pparg,0.7012,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Acaca,2.9824,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Fasn,2.7853,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Scd1,1.1929,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Cpt1a,0.0,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Hadha,2.7922,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Acsl1,,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Pdk4,3.6237,True,Batch1
Li_Tre_M_Rep3,Liver,Treated,3,Male,9.7,Lpl,1.1666,True,Batch1
